Window,Day 1,Day 2,Day 3
333,0.168499745076,0.123861421921,0.151672241777
334,0.169202266998,0.124515798333,0.150924439449
335,0.168862270133,0.125006216301,0.148951052543
336,0.170680487064,0.123910302512,0.148668578679
337,0.169707965613,0.123849187489,0.147869555163
338,0.171168403383,0.122722758997,0.147699980619
339,0.167717834863,0.123662493876,0.146114791889
340,0.163370403754,0.123131905482,0.146346452898
341,0.159319107936,0.12237963301,0.14549908857
342,0.155560281418,0.123162343162,0.146027390169
343,0.153172782695,0.121514172054,0.144917252355
344,0.149585198413,0.122281680996,0.144103078464
345,0.148415123117,0.121869629235,0.144678295859
346,0.145971459975,0.122480880034,0.143594589513
347,0.143608601115,0.123242211874,0.143726388774
348,0.140651217234,0.123860568625,0.141857348168
349,0.140580933872,0.12390429255,0.140167381409
350,0.140003066328,0.123047304037,0.140641887012
351,0.138946446896,0.123793260905,0.140594640182
352,0.139449307432,0.124236643106,0.140160376763
353,0.138928831763,0.124310918448,0.139454301405
354,0.138358861298,0.123467281919,0.139027464517
355,0.137989529185,0.12301960155,0.139618102875
356,0.13623913385,0.123787861088,0.1386038773
357,0.133653376349,0.124300246522,0.139570184317
358,0.128738703237,0.129593593237,0.146587233853
